strain	Accession_ID	date	division	Pango_lineage	Variant	division2	pango.group	label
Canada/SK-RRPL-249547/2021	EPI_ISL_7160847	2021-11-21	Saskatchewan	AY.103	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-249547_2021
Canada/SK-RRPL-249505/2021	EPI_ISL_7160864	2021-11-20	Saskatchewan	AY.93	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-249505_2021
Canada/SK-RRPL-249571/2021	EPI_ISL_7160865	2021-11-20	Saskatchewan	AY.93	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-249571_2021
Canada/SK-RRPL-249109/2021	EPI_ISL_7160869	2021-11-18	Saskatchewan	AY.25.1	Delta AY.25	Saskatchewan	Delta	Canada_SK-RRPL-249109_2021
Canada/SK-RRPL-249149/2021	EPI_ISL_7160870	2021-11-15	Saskatchewan	AY.93	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-249149_2021
Canada/SK-RRPL-249097/2021	EPI_ISL_7160876	2021-11-17	Saskatchewan	AY.25.1	Delta AY.25	Saskatchewan	Delta	Canada_SK-RRPL-249097_2021
Canada/SK-RRPL-249668/2021	EPI_ISL_7160882	2021-11-22	Saskatchewan	AY.25.1	Delta AY.25	Saskatchewan	Delta	Canada_SK-RRPL-249668_2021
Canada/SK-RRPL-249527/2021	EPI_ISL_7160883	2021-11-18	Saskatchewan	AY.27	Delta AY.27	Saskatchewan	Delta	Canada_SK-RRPL-249527_2021
Canada/SK-RRPL-249551/2021	EPI_ISL_7160884	2021-11-21	Saskatchewan	AY.27	Delta AY.27	Saskatchewan	Delta	Canada_SK-RRPL-249551_2021
Canada/SK-RRPL-249538/2021	EPI_ISL_7160893	2021-11-16	Saskatchewan	AY.25.1	Delta AY.25	Saskatchewan	Delta	Canada_SK-RRPL-249538_2021
Canada/SK-RRPL-249517/2021	EPI_ISL_7160894	2021-11-15	Saskatchewan	AY.25.1	Delta AY.25	Saskatchewan	Delta	Canada_SK-RRPL-249517_2021
Canada/SK-RRPL-249555/2021	EPI_ISL_7160896	2021-11-20	Saskatchewan	AY.42	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-249555_2021
Canada/SK-RRPL-249493/2021	EPI_ISL_7160909	2021-11-20	Saskatchewan	AY.93	Delta + AY.*	Saskatchewan	Delta	Canada_SK-RRPL-249493_2021
Canada/SK-RRPL-249494/2021	EPI_ISL_7160910	2021-11-19	Saskatchewan	AY.27	Delta AY.27	Saskatchewan	Delta	Canada_SK-RRPL-249494_2021
Canada/SK-RRPL-249507/2021	EPI_ISL_7160911	2021-11-20	Saskatchewan	AY.27	Delta AY.27	Saskatchewan	Delta	Canada_SK-RRPL-249507_2021
Canada/ON-SLB3155/2020	EPI_ISL_717724	2020-05-03	Ontario	B.1	other	Ontario	other	Canada_ON-SLB3155_2020
Canada/ON-SLB3109/2020	EPI_ISL_717727	2020-04-19	Ontario	B.1	other	Ontario	other	Canada_ON-SLB3109_2020
Canada/ON-SLB3167/2020	EPI_ISL_717731	2020-05-08	Ontario	B.1.1.181	other	Ontario	other	Canada_ON-SLB3167_2020
Canada/ON-SLB3153/2020	EPI_ISL_717732	2020-05-02	Ontario	B.1.167	other	Ontario	other	Canada_ON-SLB3153_2020
Canada/ON-SLB3139/2020	EPI_ISL_717733	2020-04-25	Ontario	B.1	other	Ontario	other	Canada_ON-SLB3139_2020
Canada/ON-SLB3101/2020	EPI_ISL_717735	2020-04-18	Ontario	B.1	other	Ontario	other	Canada_ON-SLB3101_2020
Canada/ON-SLB3119/2020	EPI_ISL_717736	2020-04-21	Ontario	B.1	other	Ontario	other	Canada_ON-SLB3119_2020
Canada/ON-SLB3168/2020	EPI_ISL_717744	2020-05-09	Ontario	B.1.422	other	Ontario	other	Canada_ON-SLB3168_2020
Canada/ON-SLB3086/2020	EPI_ISL_717750	2020-04-15	Ontario	B.1	other	Ontario	other	Canada_ON-SLB3086_2020
Canada/ON-SLB3090/2020	EPI_ISL_717751	2020-04-16	Ontario	B.1	other	Ontario	other	Canada_ON-SLB3090_2020
Canada/ON-SLB3124/2020	EPI_ISL_717753	2020-04-22	Ontario	B.1	other	Ontario	other	Canada_ON-SLB3124_2020
Canada/ON-SLB3114/2020	EPI_ISL_717755	2020-04-20	Ontario	B.1	other	Ontario	other	Canada_ON-SLB3114_2020
Canada/ON-SLB3141/2020	EPI_ISL_717758	2020-04-26	Ontario	B.1.167	other	Ontario	other	Canada_ON-SLB3141_2020
Canada/ON-SLB3147/2020	EPI_ISL_717761	2020-04-28	Ontario	B.1	other	Ontario	other	Canada_ON-SLB3147_2020
Canada/NL-PHML-254093/2021	EPI_ISL_7214629	2021-11-17	Newfoundland_and_Labrador	AY.103	Delta + AY.*	Newfoundland_and_Labrador	Delta	Canada_NL-PHML-254093_2021
Canada/NL-PHML-254096/2021	EPI_ISL_7214637	2021-11-21	Newfoundland_and_Labrador	AY.25.1	Delta AY.25	Newfoundland_and_Labrador	Delta	Canada_NL-PHML-254096_2021
Canada/NL-PHML-254099/2021	EPI_ISL_7214644	2021-11-21	Newfoundland_and_Labrador	AY.126	Delta + AY.*	Newfoundland_and_Labrador	Delta	Canada_NL-PHML-254099_2021
Canada/NL-PHML-254091/2021	EPI_ISL_7214661	2021-11-15	Newfoundland_and_Labrador	AY.25.1	Delta AY.25	Newfoundland_and_Labrador	Delta	Canada_NL-PHML-254091_2021
Canada/NL-PHML-254098/2021	EPI_ISL_7214666	2021-11-21	Newfoundland_and_Labrador	AY.25.1	Delta AY.25	Newfoundland_and_Labrador	Delta	Canada_NL-PHML-254098_2021
Canada/NL-PHML-254097/2021	EPI_ISL_7214677	2021-11-21	Newfoundland_and_Labrador	AY.25.1	Delta AY.25	Newfoundland_and_Labrador	Delta	Canada_NL-PHML-254097_2021
Canada/ON-PHL-21-41650/2021	EPI_ISL_7259544	2021-11-30	Ontario	BA.2	Omicron BA.2	Ontario	Omicron	Canada_ON-PHL-21-41650_2021
Canada/ON-PHL-21-41647/2021	EPI_ISL_7259701	2021-11-29	Ontario	BA.2	Omicron BA.2	Ontario	Omicron	Canada_ON-PHL-21-41647_2021
Canada/ON-PHL-21-41648/2021	EPI_ISL_7259710	2021-11-30	Ontario	BA.2	Omicron BA.2	Ontario	Omicron	Canada_ON-PHL-21-41648_2021
Canada/ON-PHL-21-41649/2021	EPI_ISL_7259716	2021-11-30	Ontario	BA.2	Omicron BA.2	Ontario	Omicron	Canada_ON-PHL-21-41649_2021
Canada/ON-PHL-21-41651/2021	EPI_ISL_7259721	2021-11-30	Ontario	BA.2	Omicron BA.2	Ontario	Omicron	Canada_ON-PHL-21-41651_2021
Canada/ON-SC0067/2020	EPI_ISL_7272267	2020-04-23	Ontario	B.1.422	other	Ontario	other	Canada_ON-SC0067_2020
Canada/ON-SC0082/2020	EPI_ISL_7272276	2020-04-30	Ontario	B.1.422	other	Ontario	other	Canada_ON-SC0082_2020
Canada/ON-SC0441/2020	EPI_ISL_7272288	2020-09-17	Ontario	B.1.523	other	Ontario	other	Canada_ON-SC0441_2020
Canada/ON-SC0480/2020	EPI_ISL_7272292	2020-09-21	Ontario	B.1.523	other	Ontario	other	Canada_ON-SC0480_2020
Canada/ON-SC0602/2020	EPI_ISL_7272399	2020-09-24	Ontario	B.1.523	other	Ontario	other	Canada_ON-SC0602_2020
Canada/ON-SC0601/2020	EPI_ISL_7272405	2020-09-25	Ontario	B.1.523	other	Ontario	other	Canada_ON-SC0601_2020
Canada/ON-SC0627/2020	EPI_ISL_7272438	2020-09-26	Ontario	B.1.36.26	other	Ontario	other	Canada_ON-SC0627_2020
Canada/ON-SC0646/2020	EPI_ISL_7272496	2020-09-28	Ontario	B.1.523	other	Ontario	other	Canada_ON-SC0646_2020
Canada/ON-SC0702/2020	EPI_ISL_7272601	2020-09-30	Ontario	B.1.1.417	other	Ontario	other	Canada_ON-SC0702_2020
Canada/ON-SC6750/2020	EPI_ISL_7272710	2020-11-27	Ontario	B.1.36.18	other	Ontario	other	Canada_ON-SC6750_2020
Canada/ON-VR316889/2020	EPI_ISL_7272758	2020-12-07	Ontario	B.1.564.1	other	Ontario	other	Canada_ON-VR316889_2020
Canada/ON-VR322922/2020	EPI_ISL_7272762	2020-12-10	Ontario	B.1.564.1	other	Ontario	other	Canada_ON-VR322922_2020
Canada/ON-VR326207/2020	EPI_ISL_7272772	2020-12-13	Ontario	B.1.564.1	other	Ontario	other	Canada_ON-VR326207_2020
Canada/ON-VR339472/2020	EPI_ISL_7272819	2020-12-17	Ontario	B.1.564.1	other	Ontario	other	Canada_ON-VR339472_2020
Canada/ON-SC5729/2020	EPI_ISL_7272920	2020-12-23	Ontario	B.1.36.18	other	Ontario	other	Canada_ON-SC5729_2020
Canada/ON-SC6749/2021	EPI_ISL_7272997	2021-01-03	Ontario	AE.8	other	Ontario	other	Canada_ON-SC6749_2021
Canada/ON-SC5708/2021	EPI_ISL_7273018	2021-01-05	Ontario	B.1.438.1	B.1.438.1	Ontario	other	Canada_ON-SC5708_2021
Canada/ON-SC6758/2021	EPI_ISL_7273066	2021-01-29	Ontario	AM.4	other	Ontario	other	Canada_ON-SC6758_2021
Canada/ON-SC5217/2021	EPI_ISL_7273070	2021-02-07	Ontario	B.1.429	other	Ontario	other	Canada_ON-SC5217_2021
Canada/ON-SC5544/2021	EPI_ISL_7273087	2021-02-22	Ontario	P.1.14	Gamma	Ontario	Gamma	Canada_ON-SC5544_2021
Canada/ON-SC5737/2021	EPI_ISL_7273139	2021-03-01	Ontario	B.1.1.7	Alpha	Ontario	Alpha	Canada_ON-SC5737_2021
Canada/ON-SC5772/2021	EPI_ISL_7273305	2021-03-02	Ontario	B.1.1.348	other	Ontario	other	Canada_ON-SC5772_2021
Canada/ON-SC5781/2021	EPI_ISL_7273335	2021-03-03	Ontario	B.1.2	other	Ontario	other	Canada_ON-SC5781_2021
Canada/ON-SC5809/2021	EPI_ISL_7273402	2021-03-04	Ontario	B.1.1.7	Alpha	Ontario	Alpha	Canada_ON-SC5809_2021
Canada/ON-SC5955/2021	EPI_ISL_7273588	2021-03-11	Ontario	B.1.438.1	B.1.438.1	Ontario	other	Canada_ON-SC5955_2021
Canada/ON-SC5964/2021	EPI_ISL_7273594	2021-03-12	Ontario	B.1.438.1	B.1.438.1	Ontario	other	Canada_ON-SC5964_2021
Canada/ON-SC5978/2021	EPI_ISL_7273665	2021-03-13	Ontario	A.23.1	A.23.1	Ontario	other	Canada_ON-SC5978_2021
Canada/ON-SC6005/2021	EPI_ISL_7273676	2021-03-15	Ontario	B.1.438.1	B.1.438.1	Ontario	other	Canada_ON-SC6005_2021
Canada/ON-SC6057/2021	EPI_ISL_7273773	2021-03-16	Ontario	B.1.438.1	B.1.438.1	Ontario	other	Canada_ON-SC6057_2021
Canada/ON-SC6171/2021	EPI_ISL_7273909	2021-03-21	Ontario	B.1.1.7	Alpha	Ontario	Alpha	Canada_ON-SC6171_2021
Canada/ON-SC6223/2021	EPI_ISL_7274169	2021-03-22	Ontario	B.1.1.7	Alpha	Ontario	Alpha	Canada_ON-SC6223_2021
Canada/ON-SC6256/2021	EPI_ISL_7274345	2021-03-23	Ontario	B.1.1.7	Alpha	Ontario	Alpha	Canada_ON-SC6256_2021
Canada/ON-SC6301/2021	EPI_ISL_7274535	2021-03-24	Ontario	B.1.1.7	Alpha	Ontario	Alpha	Canada_ON-SC6301_2021
Canada/ON-SC6312/2021	EPI_ISL_7274601	2021-03-25	Ontario	B.1.1.7	Alpha	Ontario	Alpha	Canada_ON-SC6312_2021
Canada/ON-SC6344/2021	EPI_ISL_7274761	2021-03-26	Ontario	B.1.2	other	Ontario	other	Canada_ON-SC6344_2021
Canada/ON-SC6376/2021	EPI_ISL_7274930	2021-03-27	Ontario	B.1.438.1	B.1.438.1	Ontario	other	Canada_ON-SC6376_2021
Canada/ON-SC6412/2021	EPI_ISL_7275093	2021-03-28	Ontario	B.1.2	other	Ontario	other	Canada_ON-SC6412_2021
Canada/ON-SC6424/2021	EPI_ISL_7275171	2021-03-29	Ontario	B.1.1.7	Alpha	Ontario	Alpha	Canada_ON-SC6424_2021
Canada/ON-SC6455/2021	EPI_ISL_7275325	2021-03-30	Ontario	P.1.14	Gamma	Ontario	Gamma	Canada_ON-SC6455_2021
Canada/ON-SC6572/2021	EPI_ISL_7275530	2021-04-04	Ontario	B.1.36.18	other	Ontario	other	Canada_ON-SC6572_2021
Canada/ON-SC6593/2021	EPI_ISL_7275648	2021-04-05	Ontario	B.1.525	other	Ontario	other	Canada_ON-SC6593_2021
Canada/ON-SC6673/2021	EPI_ISL_7275953	2021-04-07	Ontario	B.1.525	other	Ontario	other	Canada_ON-SC6673_2021
Canada/ON-SC6679/2021	EPI_ISL_7275965	2021-04-08	Ontario	B.1.1.7	Alpha	Ontario	Alpha	Canada_ON-SC6679_2021
Canada/ON-SC6707/2021	EPI_ISL_7276099	2021-04-09	Ontario	B.1.1.7	Alpha	Ontario	Alpha	Canada_ON-SC6707_2021
Canada/ON-SC6740/2021	EPI_ISL_7276221	2021-04-10	Ontario	B.1.438.1	B.1.438.1	Ontario	other	Canada_ON-SC6740_2021
Canada/ON-SC6780/2021	EPI_ISL_7276369	2021-04-11	Ontario	B.1.1.7	Alpha	Ontario	Alpha	Canada_ON-SC6780_2021
Canada/ON-SC6822/2021	EPI_ISL_7276605	2021-04-12	Ontario	B.1.1.7	Alpha	Ontario	Alpha	Canada_ON-SC6822_2021
Canada/ON-SC6823/2021	EPI_ISL_7276743	2021-04-13	Ontario	P.1.14	Gamma	Ontario	Gamma	Canada_ON-SC6823_2021
Canada/ON-SC6875/2021	EPI_ISL_7276883	2021-04-14	Ontario	B.1.438.1	B.1.438.1	Ontario	other	Canada_ON-SC6875_2021
Canada/AB-ABPHL-42975/2021	EPI_ISL_7296551	2021-11-22	Alberta	AY.27	Delta AY.27	Alberta	Delta	Canada_AB-ABPHL-42975_2021
Canada/AB-ABPHL-42992/2021	EPI_ISL_7296664	2021-11-23	Alberta	AY.44	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-42992_2021
Canada/AB-ABPHL-43008/2021	EPI_ISL_7296777	2021-11-20	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-43008_2021
Canada/AB-ABPHL-43014/2021	EPI_ISL_7296823	2021-11-21	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-43014_2021
Canada/AB-ABPHL-43022/2021	EPI_ISL_7296891	2021-11-16	Alberta	AY.43	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-43022_2021
Canada/AB-ABPHL-43028/2021	EPI_ISL_7296925	2021-11-19	Alberta	AY.119	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-43028_2021
Canada/AB-ABPHL-43035/2021	EPI_ISL_7296985	2021-11-21	Alberta	AY.25	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-43035_2021
Canada/AB-ABPHL-43046/2021	EPI_ISL_7297094	2021-11-22	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-43046_2021
Canada/AB-ABPHL-43077/2021	EPI_ISL_7297316	2021-11-27	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-43077_2021
Canada/AB-ABPHL-43084/2021	EPI_ISL_7297387	2021-11-27	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-43084_2021
Canada/AB-ABPHL-43102/2021	EPI_ISL_7297575	2021-11-27	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-43102_2021
Canada/AB-ABPHL-43125/2021	EPI_ISL_7297717	2021-11-28	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-43125_2021
Canada/AB-ABPHL-43142/2021	EPI_ISL_7297874	2021-11-28	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-43142_2021
Canada/AB-ABPHL-43158/2021	EPI_ISL_7298068	2021-11-28	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-43158_2021
Canada/AB-ABPHL-42171/2021	EPI_ISL_7298170	2021-11-17	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42171_2021
Canada/AB-ABPHL-42179/2021	EPI_ISL_7298245	2021-11-15	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42179_2021
Canada/AB-ABPHL-42184/2021	EPI_ISL_7298292	2021-11-10	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42184_2021
Canada/AB-ABPHL-42186/2021	EPI_ISL_7298302	2021-11-10	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42186_2021
Canada/AB-ABPHL-42192/2021	EPI_ISL_7298356	2021-11-13	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42192_2021
Canada/AB-ABPHL-42193/2020	EPI_ISL_7298369	2020-10-09	Alberta	AE.8	other	Alberta	other	Canada_AB-ABPHL-42193_2020
Canada/AB-ABPHL-42204/2021	EPI_ISL_7298464	2021-11-20	Alberta	AY.93	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-42204_2021
Canada/AB-ABPHL-42215/2021	EPI_ISL_7298560	2021-11-20	Alberta	AY.27	Delta AY.27	Alberta	Delta	Canada_AB-ABPHL-42215_2021
Canada/AB-ABPHL-42229/2021	EPI_ISL_7298626	2021-11-12	Alberta	AY.93	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-42229_2021
Canada/AB-ABPHL-42230/2021	EPI_ISL_7298638	2021-11-12	Alberta	AY.27	Delta AY.27	Alberta	Delta	Canada_AB-ABPHL-42230_2021
Canada/AB-ABPHL-42231/2021	EPI_ISL_7298651	2021-11-13	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42231_2021
Canada/AB-ABPHL-42248/2021	EPI_ISL_7298786	2021-11-19	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42248_2021
Canada/AB-ABPHL-42257/2021	EPI_ISL_7298865	2021-11-19	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42257_2021
Canada/AB-ABPHL-42267/2021	EPI_ISL_7298954	2021-11-19	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42267_2021
Canada/AB-ABPHL-42269/2021	EPI_ISL_7298975	2021-11-19	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42269_2021
Canada/AB-ABPHL-42277/2021	EPI_ISL_7299061	2021-11-17	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42277_2021
Canada/AB-ABPHL-42291/2021	EPI_ISL_7299180	2021-11-20	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42291_2021
Canada/AB-ABPHL-42305/2021	EPI_ISL_7299320	2021-11-21	Alberta	AY.122	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-42305_2021
Canada/AB-ABPHL-42310/2021	EPI_ISL_7299375	2021-11-21	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42310_2021
Canada/AB-ABPHL-42315/2021	EPI_ISL_7299438	2021-11-10	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42315_2021
Canada/AB-ABPHL-42318/2021	EPI_ISL_7299463	2021-11-20	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42318_2021
Canada/AB-ABPHL-42320/2021	EPI_ISL_7299464	2021-11-13	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42320_2021
Canada/AB-ABPHL-42321/2021	EPI_ISL_7299465	2021-11-14	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42321_2021
Canada/AB-ABPHL-42322/2021	EPI_ISL_7299466	2021-11-14	Alberta	AY.27	Delta AY.27	Alberta	Delta	Canada_AB-ABPHL-42322_2021
Canada/AB-ABPHL-42324/2021	EPI_ISL_7299468	2021-11-13	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42324_2021
Canada/AB-ABPHL-42325/2021	EPI_ISL_7299469	2021-11-10	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42325_2021
Canada/AB-ABPHL-42328/2021	EPI_ISL_7299498	2021-11-14	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42328_2021
Canada/AB-ABPHL-42332/2020	EPI_ISL_7299564	2020-12-08	Alberta	B.1.438.1	B.1.438.1	Alberta	other	Canada_AB-ABPHL-42332_2020
Canada/AB-ABPHL-42333/2020	EPI_ISL_7299588	2020-12-09	Alberta	B.1.438.1	B.1.438.1	Alberta	other	Canada_AB-ABPHL-42333_2020
Canada/AB-ABPHL-42335/2021	EPI_ISL_7299624	2021-11-10	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42335_2021
Canada/AB-ABPHL-42338/2021	EPI_ISL_7299671	2021-11-15	Alberta	AY.44	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-42338_2021
Canada/AB-ABPHL-42341/2021	EPI_ISL_7299711	2021-11-15	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42341_2021
Canada/AB-ABPHL-42346/2021	EPI_ISL_7299788	2021-11-15	Alberta	AY.27	Delta AY.27	Alberta	Delta	Canada_AB-ABPHL-42346_2021
Canada/AB-ABPHL-42347/2021	EPI_ISL_7299809	2021-11-16	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42347_2021
Canada/AB-ABPHL-42349/2021	EPI_ISL_7299828	2021-11-16	Alberta	AY.27	Delta AY.27	Alberta	Delta	Canada_AB-ABPHL-42349_2021
Canada/AB-ABPHL-42358/2021	EPI_ISL_7299933	2021-11-16	Alberta	AY.27	Delta AY.27	Alberta	Delta	Canada_AB-ABPHL-42358_2021
Canada/AB-ABPHL-42370/2021	EPI_ISL_7300099	2021-11-15	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42370_2021
Canada/AB-ABPHL-42372/2021	EPI_ISL_7300133	2021-11-16	Alberta	AY.93	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-42372_2021
Canada/AB-ABPHL-42374/2021	EPI_ISL_7300157	2021-11-16	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42374_2021
Canada/AB-ABPHL-42388/2021	EPI_ISL_7300299	2021-11-16	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42388_2021
Canada/AB-ABPHL-42393/2021	EPI_ISL_7300350	2021-11-15	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42393_2021
Canada/AB-ABPHL-42405/2021	EPI_ISL_7300453	2021-11-15	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42405_2021
Canada/AB-ABPHL-42411/2021	EPI_ISL_7300506	2021-11-16	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42411_2021
Canada/AB-ABPHL-42413/2021	EPI_ISL_7300527	2021-11-16	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42413_2021
Canada/AB-ABPHL-42432/2021	EPI_ISL_7300654	2021-11-18	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42432_2021
Canada/AB-ABPHL-42437/2021	EPI_ISL_7300708	2021-11-18	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42437_2021
Canada/AB-ABPHL-42456/2021	EPI_ISL_7300908	2021-11-17	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42456_2021
Canada/AB-ABPHL-42458/2021	EPI_ISL_7300932	2021-11-18	Alberta	AY.27	Delta AY.27	Alberta	Delta	Canada_AB-ABPHL-42458_2021
Canada/AB-ABPHL-42472/2021	EPI_ISL_7301026	2021-11-18	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42472_2021
Canada/AB-ABPHL-42477/2021	EPI_ISL_7301092	2021-11-18	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42477_2021
Canada/AB-ABPHL-42504/2021	EPI_ISL_7301414	2021-11-19	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42504_2021
Canada/AB-ABPHL-42531/2021	EPI_ISL_7301577	2021-11-22	Alberta	AY.3	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-42531_2021
Canada/AB-ABPHL-42580/2021	EPI_ISL_7302069	2021-11-08	Alberta	AY.44	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-42580_2021
Canada/AB-ABPHL-42582/2021	EPI_ISL_7302091	2021-11-13	Alberta	AY.44	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-42582_2021
Canada/AB-ABPHL-42583/2021	EPI_ISL_7302106	2021-11-11	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42583_2021
Canada/AB-ABPHL-42584/2021	EPI_ISL_7302118	2021-11-11	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42584_2021
Canada/AB-ABPHL-42585/2021	EPI_ISL_7302129	2021-11-12	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42585_2021
Canada/AB-ABPHL-42586/2021	EPI_ISL_7302139	2021-11-10	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42586_2021
Canada/AB-ABPHL-42589/2021	EPI_ISL_7302184	2021-11-14	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42589_2021
Canada/AB-ABPHL-42594/2021	EPI_ISL_7302206	2021-11-14	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42594_2021
Canada/AB-ABPHL-42595/2021	EPI_ISL_7302218	2021-11-15	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42595_2021
Canada/AB-ABPHL-42597/2021	EPI_ISL_7302248	2021-11-14	Alberta	AY.93	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-42597_2021
Canada/AB-ABPHL-42603/2021	EPI_ISL_7302314	2021-11-17	Alberta	AY.27	Delta AY.27	Alberta	Delta	Canada_AB-ABPHL-42603_2021
Canada/AB-ABPHL-42604/2021	EPI_ISL_7302331	2021-11-15	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42604_2021
Canada/AB-ABPHL-42619/2021	EPI_ISL_7302506	2021-11-20	Alberta	AY.103	Delta + AY.*	Alberta	Delta	Canada_AB-ABPHL-42619_2021
Canada/AB-ABPHL-42620/2021	EPI_ISL_7302510	2021-11-19	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42620_2021
Canada/AB-ABPHL-42623/2021	EPI_ISL_7302513	2021-11-20	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42623_2021
Canada/AB-ABPHL-42645/2021	EPI_ISL_7302762	2021-11-21	Alberta	AY.25.1	Delta AY.25	Alberta	Delta	Canada_AB-ABPHL-42645_2021
