EPI	Date	GISAID	Location	Variant
EPI_ISL_6662654|Canada|AY.75	2021-09-03	hCoV-19/Canada/AB-ABPHL-38918/2021	Canada	AY.75
EPI_ISL_6662655|Canada|AY.39	2021-09-02	hCoV-19/Canada/AB-ABPHL-38919/2021	Canada	AY.39
EPI_ISL_6662684|Canada|AY.20	2021-10-20	hCoV-19/Canada/AB-ABPHL-38954/2021	Canada	AY.20
EPI_ISL_6662699|Canada|AY.36	2021-10-25	hCoV-19/Canada/AB-ABPHL-38972/2021	Canada	AY.36
EPI_ISL_6662738|Canada|AY.27	2021-10-20	hCoV-19/Canada/AB-ABPHL-39111/2021	Canada	AY.27
EPI_ISL_6662812|Canada|AY.112	2021-10-26	hCoV-19/Canada/AB-ABPHL-39192/2021	Canada	AY.112
EPI_ISL_6663368|Canada|AY.4	2021-10-19	hCoV-19/Canada/AB-ABPHL-39409/2021	Canada	AY.4
EPI_ISL_6663680|Canada|AY.103	2021-10-24	hCoV-19/Canada/AB-ABPHL-39526/2021	Canada	AY.103
EPI_ISL_6663712|Canada|AY.93	2021-10-25	hCoV-19/Canada/AB-ABPHL-39537/2021	Canada	AY.93
EPI_ISL_6663932|Canada|AY.46	2021-10-31	hCoV-19/Canada/AB-ABPHL-39614/2021	Canada	AY.46
EPI_ISL_6663934|Canada|AY.113	2021-10-29	hCoV-19/Canada/AB-ABPHL-39615/2021	Canada	AY.113
EPI_ISL_6664160|Canada|AY.25.1	2021-10-22	hCoV-19/Canada/AB-ABPHL-39726/2021	Canada	AY.25.1
EPI_ISL_6664289|Canada|AY.117	2021-10-23	hCoV-19/Canada/AB-ABPHL-39762/2021	Canada	AY.117
EPI_ISL_6664351|Canada|AY.98	2021-11-02	hCoV-19/Canada/AB-ABPHL-39783/2021	Canada	AY.98
EPI_ISL_6664369|Canada|AY.46	2021-11-01	hCoV-19/Canada/AB-ABPHL-39787/2021	Canada	AY.46
EPI_ISL_6664395|Canada|B.1.617.2	2021-10-26	hCoV-19/Canada/AB-ABPHL-39794/2021	Canada	B.1.617.2
EPI_ISL_6664491|Canada|AY.26	2021-10-23	hCoV-19/Canada/AB-ABPHL-39823/2021	Canada	AY.26
EPI_ISL_6664500|Canada|AY.100	2021-10-28	hCoV-19/Canada/AB-ABPHL-39827/2021	Canada	AY.100
EPI_ISL_6664757|Canada|AY.39.1	2021-10-28	hCoV-19/Canada/AB-ABPHL-40294/2021	Canada	AY.39.1
EPI_ISL_6664998|Canada|AY.54	2021-11-03	hCoV-19/Canada/AB-ABPHL-40372/2021	Canada	AY.54
EPI_ISL_6665000|Canada|AY.36	2021-11-02	hCoV-19/Canada/AB-ABPHL-40374/2021	Canada	AY.36
EPI_ISL_6676910|Canada|AY.26	2021-09-22	hCoV-19/Canada/MB-CPL-219516/2021	Canada	AY.26
EPI_ISL_6676930|Canada|AY.4	2021-10-18	hCoV-19/Canada/MB-CPL-242745/2021	Canada	AY.4
EPI_ISL_6676933|Canada|AY.36	2021-10-19	hCoV-19/Canada/MB-CPL-242748/2021	Canada	AY.36
EPI_ISL_6676959|Canada|AY.25	2021-10-21	hCoV-19/Canada/MB-CPL-242763/2021	Canada	AY.25
EPI_ISL_6676997|Canada|AY.47	2021-10-22	hCoV-19/Canada/MB-CPL-242804/2021	Canada	AY.47
EPI_ISL_6677014|Canada|B.1.617.2	2021-10-27	hCoV-19/Canada/MB-CPL-242822/2021	Canada	B.1.617.2
EPI_ISL_6677021|Canada|AY.100	2021-10-31	hCoV-19/Canada/MB-CPL-242830/2021	Canada	AY.100
EPI_ISL_6677026|Canada|AY.25.1	2021-10-22	hCoV-19/Canada/MB-CPL-242836/2021	Canada	AY.25.1
EPI_ISL_6677035|Canada|AY.103	2021-10-25	hCoV-19/Canada/MB-CPL-242841/2021	Canada	AY.103
EPI_ISL_6677053|Canada|AY.86	2021-11-01	hCoV-19/Canada/MB-CPL-242859/2021	Canada	AY.86
EPI_ISL_6677054|Canada|AY.39	2021-10-29	hCoV-19/Canada/MB-CPL-242860/2021	Canada	AY.39
EPI_ISL_6677058|Canada|AY.107	2021-10-19	hCoV-19/Canada/MB-CPL-242867/2021	Canada	AY.107
EPI_ISL_6677066|Canada|AY.93	2021-10-26	hCoV-19/Canada/MB-CPL-242875/2021	Canada	AY.93
EPI_ISL_6677070|Canada|AY.3	2021-10-26	hCoV-19/Canada/MB-CPL-242880/2021	Canada	AY.3
EPI_ISL_6677078|Canada|AY.86	2021-10-29	hCoV-19/Canada/MB-CPL-242889/2021	Canada	AY.86
EPI_ISL_6685150|Canada|AY.75	2021-09-05	hCoV-19/Canada/ON-SHL-21-01481/2021	Canada	AY.75
EPI_ISL_6685215|Canada|AY.9.2	2021-08-12	hCoV-19/Canada/ON-SHL-21-02421/2021	Canada	AY.9.2
EPI_ISL_6685219|Canada|AY.4	2021-08-11	hCoV-19/Canada/ON-SHL-21-02465/2021	Canada	AY.4
EPI_ISL_6685232|Canada|AY.25.1	2021-07-31	hCoV-19/Canada/ON-SHL-21-02845/2021	Canada	AY.25.1
EPI_ISL_6685274|Canada|B.1.617.2	2021-08-07	hCoV-19/Canada/ON-SHL-21-02666/2021	Canada	B.1.617.2
EPI_ISL_6685276|Canada|AY.119.2	2021-09-01	hCoV-19/Canada/ON-SHL-21-01569/2021	Canada	AY.119.2
EPI_ISL_6685282|Canada|AY.3	2021-08-14	hCoV-19/Canada/ON-SHL-21-02375/2021	Canada	AY.3
EPI_ISL_6685293|Canada|AY.15	2021-05-26	hCoV-19/Canada/ON-SHL-21-03561/2021	Canada	AY.15
EPI_ISL_6685308|Canada|AY.119	2021-09-02	hCoV-19/Canada/ON-SHL-21-01525/2021	Canada	AY.119
EPI_ISL_6685354|Canada|AY.44	2021-08-09	hCoV-19/Canada/ON-SHL-21-02589/2021	Canada	AY.44
EPI_ISL_6685365|Canada|AY.25.3	2021-09-01	hCoV-19/Canada/ON-SHL-21-01526/2021	Canada	AY.25.3
EPI_ISL_6685367|Canada|AY.102	2021-08-21	hCoV-19/Canada/ON-SHL-21-01981/2021	Canada	AY.102
EPI_ISL_6685374|Canada|AY.25	2021-07-27	hCoV-19/Canada/ON-SHL-21-02847/2021	Canada	AY.25
EPI_ISL_6685456|Canada|B.1.617.2	2021-07-10	hCoV-19/Canada/ON-SHL-21-03001/2021	Canada	B.1.617.2
EPI_ISL_6685488|Canada|AY.20	2021-07-23	hCoV-19/Canada/ON-SHL-21-02893/2021	Canada	AY.20
EPI_ISL_6685505|Canada|AY.86	2021-06-01	hCoV-19/Canada/ON-SHL-21-03726/2021	Canada	AY.86
EPI_ISL_6685506|Canada|AY.109	2021-09-01	hCoV-19/Canada/ON-SHL-21-01544/2021	Canada	AY.109
EPI_ISL_6685521|Canada|AY.39	2021-07-28	hCoV-19/Canada/ON-SHL-21-02783/2021	Canada	AY.39
EPI_ISL_6685523|Canada|AY.75	2021-07-16	hCoV-19/Canada/ON-SHL-21-02918/2021	Canada	AY.75
EPI_ISL_6685544|Canada|AY.38	2021-07-26	hCoV-19/Canada/ON-SHL-21-02821/2021	Canada	AY.38
EPI_ISL_6685565|Canada|AY.103	2021-08-23	hCoV-19/Canada/ON-SHL-21-01827/2021	Canada	AY.103
EPI_ISL_6685584|Canada|AY.16	2021-06-03	hCoV-19/Canada/ON-SHL-21-03582/2021	Canada	AY.16
EPI_ISL_6685683|Canada|AY.25.3	2021-08-15	hCoV-19/Canada/ON-SHL-21-02335/2021	Canada	AY.25.3
EPI_ISL_6685762|Canada|AY.9.2	2021-07-17	hCoV-19/Canada/ON-SHL-21-02951/2021	Canada	AY.9.2
EPI_ISL_6685765|Canada|AY.44	2021-09-04	hCoV-19/Canada/ON-SHL-21-01430/2021	Canada	AY.44
EPI_ISL_6685831|Canada|AY.119.2	2021-08-14	hCoV-19/Canada/ON-SHL-21-02417/2021	Canada	AY.119.2
EPI_ISL_6685839|Canada|AY.43	2021-07-18	hCoV-19/Canada/ON-SHL-21-02901/2021	Canada	AY.43
EPI_ISL_6685856|Canada|AY.61	2021-07-29	hCoV-19/Canada/ON-SHL-21-02848/2021	Canada	AY.61
EPI_ISL_6685862|Canada|B.1.617.2	2021-05-19	hCoV-19/Canada/ON-SHL-21-03433/2021	Canada	B.1.617.2
EPI_ISL_6685877|Canada|AY.36	2021-09-02	hCoV-19/Canada/ON-SHL-21-01497/2021	Canada	AY.36
EPI_ISL_6685878|Canada|AY.127	2021-09-02	hCoV-19/Canada/ON-SHL-21-01571/2021	Canada	AY.127
EPI_ISL_6685994|Canada|AY.120	2021-09-02	hCoV-19/Canada/ON-SHL-21-01522/2021	Canada	AY.120
EPI_ISL_6686014|Canada|AY.47	2021-08-24	hCoV-19/Canada/ON-SHL-21-01787/2021	Canada	AY.47
EPI_ISL_6686118|Canada|AY.19	2021-07-16	hCoV-19/Canada/ON-SHL-21-02926/2021	Canada	AY.19
EPI_ISL_6686227|Canada|AY.9.2.1	2021-08-15	hCoV-19/Canada/ON-SHL-21-02285/2021	Canada	AY.9.2.1
EPI_ISL_6686279|Canada|AY.108	2021-08-10	hCoV-19/Canada/ON-SHL-21-02507/2021	Canada	AY.108
EPI_ISL_6686336|Canada|AY.20	2021-08-03	hCoV-19/Canada/ON-SHL-21-02782/2021	Canada	AY.20
EPI_ISL_6686338|Canada|AY.4	2021-09-02	hCoV-19/Canada/ON-SHL-21-01510/2021	Canada	AY.4
EPI_ISL_6686367|Canada|AY.23	2021-08-15	hCoV-19/Canada/ON-SHL-21-02259/2021	Canada	AY.23
EPI_ISL_6686376|Canada|AY.61	2021-06-28	hCoV-19/Canada/ON-SHL-21-03107/2021	Canada	AY.61
EPI_ISL_6686399|Canada|AY.121	2021-08-21	hCoV-19/Canada/ON-SHL-21-01983/2021	Canada	AY.121
EPI_ISL_6686421|Canada|AY.47	2021-07-23	hCoV-19/Canada/ON-SHL-21-02866/2021	Canada	AY.47
EPI_ISL_6686424|Canada|AY.74	2021-06-26	hCoV-19/Canada/ON-SHL-21-03056/2021	Canada	AY.74
EPI_ISL_6686433|Canada|AY.45	2021-08-17	hCoV-19/Canada/ON-SHL-21-02127/2021	Canada	AY.45
EPI_ISL_6686436|Canada|AY.4	2021-07-28	hCoV-19/Canada/ON-SHL-21-02816/2021	Canada	AY.4
EPI_ISL_6686439|Canada|AY.37	2021-08-20	hCoV-19/Canada/ON-SHL-21-01950/2021	Canada	AY.37
EPI_ISL_6686442|Canada|AY.43	2021-08-30	hCoV-19/Canada/ON-SHL-21-01632/2021	Canada	AY.43
EPI_ISL_6686464|Canada|AY.26	2021-07-24	hCoV-19/Canada/ON-SHL-21-02871/2021	Canada	AY.26
EPI_ISL_6686476|Canada|AY.113	2021-08-20	hCoV-19/Canada/ON-SHL-21-02040/2021	Canada	AY.113
EPI_ISL_6686488|Canada|AY.125	2021-08-30	hCoV-19/Canada/ON-SHL-21-01645/2021	Canada	AY.125
EPI_ISL_6686513|Canada|AY.102	2021-06-26	hCoV-19/Canada/ON-SHL-21-03079/2021	Canada	AY.102
EPI_ISL_6686521|Canada|AY.103	2021-09-01	hCoV-19/Canada/ON-SHL-21-01534/2021	Canada	AY.103
EPI_ISL_6686552|Canada|AY.44	2021-07-15	hCoV-19/Canada/ON-SHL-21-02904/2021	Canada	AY.44
EPI_ISL_6686559|Canada|AY.120	2021-08-30	hCoV-19/Canada/ON-SHL-21-01656/2021	Canada	AY.120
EPI_ISL_6686577|Canada|AY.40	2021-07-06	hCoV-19/Canada/ON-SHL-21-03005/2021	Canada	AY.40
EPI_ISL_6686582|Canada|AY.122	2021-09-03	hCoV-19/Canada/ON-SHL-21-01443/2021	Canada	AY.122
EPI_ISL_6686617|Canada|AY.74	2021-08-18	hCoV-19/Canada/ON-SHL-21-02124/2021	Canada	AY.74
EPI_ISL_6686619|Canada|AY.5	2021-07-25	hCoV-19/Canada/ON-SHL-21-02832/2021	Canada	AY.5
EPI_ISL_6686655|Canada|AY.100	2021-08-22	hCoV-19/Canada/ON-SHL-21-01875/2021	Canada	AY.100
EPI_ISL_6686660|Canada|AY.74	2021-07-26	hCoV-19/Canada/ON-SHL-21-02805/2021	Canada	AY.74
EPI_ISL_6686674|Canada|B.1.617.2	2021-06-05	hCoV-19/Canada/ON-SHL-21-03526/2021	Canada	B.1.617.2
EPI_ISL_6686733|Canada|AY.108	2021-07-30	hCoV-19/Canada/ON-SHL-21-02833/2021	Canada	AY.108
EPI_ISL_6686754|Canada|AY.102	2021-07-04	hCoV-19/Canada/ON-SHL-21-03018/2021	Canada	AY.102
EPI_ISL_6686759|Canada|AY.54	2021-08-16	hCoV-19/Canada/ON-SHL-21-02305/2021	Canada	AY.54
EPI_ISL_6686769|Canada|AY.122	2021-08-16	hCoV-19/Canada/ON-SHL-21-02292/2021	Canada	AY.122
EPI_ISL_6686782|Canada|AY.28	2021-08-10	hCoV-19/Canada/ON-SHL-21-02556/2021	Canada	AY.28
EPI_ISL_6686787|Canada|AY.70	2021-06-14	hCoV-19/Canada/ON-SHL-21-03310/2021	Canada	AY.70
EPI_ISL_6686814|Canada|None	2021-06-11	hCoV-19/Canada/ON-SHL-21-03282/2021	Canada	None
EPI_ISL_6686818|Canada|AY.61	2021-08-16	hCoV-19/Canada/ON-SHL-21-02323/2021	Canada	AY.61
EPI_ISL_6686826|Canada|AY.110	2021-08-11	hCoV-19/Canada/ON-SHL-21-02555/2021	Canada	AY.110
EPI_ISL_6686833|Canada|AY.27	2021-07-23	hCoV-19/Canada/ON-SHL-21-02885/2021	Canada	AY.27
EPI_ISL_6686840|Canada|AY.26	2021-08-22	hCoV-19/Canada/ON-SHL-21-01904/2021	Canada	AY.26
EPI_ISL_6686859|Canada|AY.16	2021-08-14	hCoV-19/Canada/ON-SHL-21-02293/2021	Canada	AY.16
EPI_ISL_6686869|Canada|AY.39	2021-09-04	hCoV-19/Canada/ON-SHL-21-01435/2021	Canada	AY.39
EPI_ISL_6686886|Canada|AY.44	2021-06-30	hCoV-19/Canada/ON-SHL-21-03032/2021	Canada	AY.44
EPI_ISL_6686887|Canada|AY.15	2021-06-03	hCoV-19/Canada/ON-SHL-21-03641/2021	Canada	AY.15
EPI_ISL_6686895|Canada|B.1.525	2021-06-03	hCoV-19/Canada/ON-SHL-21-03632/2021	Canada	B.1.525
EPI_ISL_6686900|Canada|AY.34	2021-08-27	hCoV-19/Canada/ON-SHL-21-01706/2021	Canada	AY.34
EPI_ISL_6686916|Canada|P.1.17	2021-06-14	hCoV-19/Canada/ON-SHL-21-03284/2021	Canada	P.1.17
EPI_ISL_6686999|Canada|AY.46	2021-08-17	hCoV-19/Canada/ON-SHL-21-02211/2021	Canada	AY.46
EPI_ISL_6687008|Canada|AY.26	2021-09-04	hCoV-19/Canada/ON-SHL-21-01474/2021	Canada	AY.26
EPI_ISL_6687022|Canada|AY.25	2021-08-18	hCoV-19/Canada/ON-SHL-21-02226/2021	Canada	AY.25
EPI_ISL_6687081|Canada|AZ.1	2021-05-12	hCoV-19/Canada/ON-SHL-21-03516/2021	Canada	AZ.1
EPI_ISL_6687083|Canada|AZ.1	2021-06-21	hCoV-19/Canada/ON-SHL-21-03180/2021	Canada	AZ.1
EPI_ISL_6687205|Canada|B.1.1.7	2021-06-17	hCoV-19/Canada/ON-SHL-21-03225/2021	Canada	B.1.1.7
EPI_ISL_6687225|Canada|B.1.1.7	2021-08-06	hCoV-19/Canada/ON-SHL-21-02681/2021	Canada	B.1.1.7
EPI_ISL_6687305|Canada|B.1.1.7	2021-05-19	hCoV-19/Canada/ON-SHL-21-03563/2021	Canada	B.1.1.7
EPI_ISL_6687342|Canada|AY.75	2021-08-13	hCoV-19/Canada/ON-SHL-21-02361/2021	Canada	AY.75
EPI_ISL_6687378|Canada|B.1.1.7	2021-07-01	hCoV-19/Canada/ON-SHL-21-03030/2021	Canada	B.1.1.7
EPI_ISL_6687383|Canada|AY.36	2021-08-02	hCoV-19/Canada/ON-SHL-21-02756/2021	Canada	AY.36
EPI_ISL_6687393|Canada|AY.74	2021-09-01	hCoV-19/Canada/ON-SHL-21-01524/2021	Canada	AY.74
EPI_ISL_6687409|Canada|AY.3	2021-07-22	hCoV-19/Canada/ON-SHL-21-02867/2021	Canada	AY.3
EPI_ISL_6687416|Canada|AY.39	2021-08-01	hCoV-19/Canada/ON-SHL-21-02726/2021	Canada	AY.39
EPI_ISL_6687420|Canada|AY.114	2021-07-23	hCoV-19/Canada/ON-SHL-21-02878/2021	Canada	AY.114
EPI_ISL_6687432|Canada|AY.93	2021-08-09	hCoV-19/Canada/ON-SHL-21-02628/2021	Canada	AY.93
EPI_ISL_6687433|Canada|P.1.14	2021-07-30	hCoV-19/Canada/ON-SHL-21-02825/2021	Canada	P.1.14
EPI_ISL_6687442|Canada|AY.9.2.1	2021-07-30	hCoV-19/Canada/ON-SHL-21-02849/2021	Canada	AY.9.2.1
EPI_ISL_6687458|Canada|AY.62	2021-08-07	hCoV-19/Canada/ON-SHL-21-02671/2021	Canada	AY.62
EPI_ISL_6687470|Canada|AY.119	2021-08-11	hCoV-19/Canada/ON-SHL-21-02430/2021	Canada	AY.119
EPI_ISL_6687475|Canada|AY.47	2021-09-01	hCoV-19/Canada/ON-SHL-21-01493/2021	Canada	AY.47
EPI_ISL_6687480|Canada|AY.25.1	2021-09-04	hCoV-19/Canada/ON-SHL-21-01491/2021	Canada	AY.25.1
EPI_ISL_6687492|Canada|AY.27	2021-09-01	hCoV-19/Canada/ON-SHL-21-01528/2021	Canada	AY.27
EPI_ISL_6687559|Canada|AY.25.1	2021-08-27	hCoV-19/Canada/ON-SHL-21-01661/2021	Canada	AY.25.1
EPI_ISL_6687568|Canada|AY.125	2021-07-30	hCoV-19/Canada/ON-SHL-21-02834/2021	Canada	AY.125
EPI_ISL_6687578|Canada|AY.103	2021-07-26	hCoV-19/Canada/ON-SHL-21-02841/2021	Canada	AY.103
EPI_ISL_6687580|Canada|AY.98	2021-08-14	hCoV-19/Canada/ON-SHL-21-02385/2021	Canada	AY.98
EPI_ISL_6687614|Canada|AY.27	2021-08-07	hCoV-19/Canada/ON-SHL-21-02676/2021	Canada	AY.27
EPI_ISL_6687626|Canada|AY.46.4	2021-08-12	hCoV-19/Canada/ON-SHL-21-02420/2021	Canada	AY.46.4
EPI_ISL_6687629|Canada|B.1.617.2	2021-09-03	hCoV-19/Canada/ON-SHL-21-01414/2021	Canada	B.1.617.2
EPI_ISL_6687638|Canada|AY.33	2021-07-15	hCoV-19/Canada/ON-SHL-21-02900/2021	Canada	AY.33
EPI_ISL_6687709|Canada|AY.72	2021-09-05	hCoV-19/Canada/ON-SHL-21-01460/2021	Canada	AY.72
EPI_ISL_6687733|Canada|AY.122	2021-06-13	hCoV-19/Canada/ON-SHL-21-03323/2021	Canada	AY.122
EPI_ISL_6687742|Canada|AY.122	2021-07-05	hCoV-19/Canada/ON-SHL-21-02979/2021	Canada	AY.122
EPI_ISL_6687757|Canada|AY.117	2021-08-15	hCoV-19/Canada/ON-SHL-21-02313/2021	Canada	AY.117
EPI_ISL_6687932|Canada|AY.126	2021-08-04	hCoV-19/Canada/ON-SHL-21-02744/2021	Canada	AY.126
EPI_ISL_6687937|Canada|AY.47	2021-06-21	hCoV-19/Canada/ON-SHL-21-03141/2021	Canada	AY.47
EPI_ISL_6688033|Canada|B.1.619	2021-06-10	hCoV-19/Canada/ON-SHL-21-03341/2021	Canada	B.1.619
EPI_ISL_6688074|Canada|B.1.2	2021-03-25	hCoV-19/Canada/ON-SHL-21-01884/2021	Canada	B.1.2
EPI_ISL_6688109|Canada|AY.127	2021-07-28	hCoV-19/Canada/ON-SHL-21-02791/2021	Canada	AY.127
EPI_ISL_6688137|Canada|AY.100	2021-06-02	hCoV-19/Canada/ON-SHL-21-03699/2021	Canada	AY.100
EPI_ISL_6688175|Canada|AY.88	2021-07-30	hCoV-19/Canada/ON-SHL-21-02785/2021	Canada	AY.88
EPI_ISL_6688186|Canada|AY.46.1	2021-08-30	hCoV-19/Canada/ON-SHL-21-01588/2021	Canada	AY.46.1
EPI_ISL_6688197|Canada|AY.75	2021-06-19	hCoV-19/Canada/ON-SHL-21-03136/2021	Canada	AY.75
EPI_ISL_6688311|Canada|AY.46	2021-06-05	hCoV-19/Canada/ON-SHL-21-03698/2021	Canada	AY.46
EPI_ISL_671511|Canada|B.1.1.121	2020-09-01	hCoV-19/Canada/ON-PHL-20-02240/2020	Canada	B.1.1.121
EPI_ISL_671549|Canada|B.1.1.157	2020-09-01	hCoV-19/Canada/ON-PHL-20-02304/2020	Canada	B.1.1.157
EPI_ISL_671558|Canada|B.1.177.52	2020-09-01	hCoV-19/Canada/ON-PHL-20-02301/2020	Canada	B.1.177.52
EPI_ISL_671561|Canada|AE.8	2020-09-01	hCoV-19/Canada/ON-PHL-20-02290/2020	Canada	AE.8
EPI_ISL_671565|Canada|B.1.1.244	2020-09-01	hCoV-19/Canada/ON-PHL-20-02302/2020	Canada	B.1.1.244
EPI_ISL_671660|Canada|B.1.1.176	2020-10-01	hCoV-19/Canada/ON-UHTC-0369/2020	Canada	B.1.1.176
EPI_ISL_6719297|Canada|AY.44	2021-09-20	hCoV-19/Canada/NS-NML-212699/2021	Canada	AY.44
EPI_ISL_6719298|Canada|AY.27	2021-09-20	hCoV-19/Canada/NS-NML-212700/2021	Canada	AY.27
EPI_ISL_6719302|Canada|AY.74	2021-09-11	hCoV-19/Canada/NS-NML-212718/2021	Canada	AY.74
EPI_ISL_6719311|Canada|AY.25.1	2021-09-30	hCoV-19/Canada/NS-NML-212729/2021	Canada	AY.25.1
EPI_ISL_6719328|Canada|AY.25.3	2021-10-03	hCoV-19/Canada/NS-NML-212733/2021	Canada	AY.25.3
EPI_ISL_6719334|Canada|AY.3.1	2021-10-03	hCoV-19/Canada/NS-NML-212740/2021	Canada	AY.3.1
EPI_ISL_6719374|Canada|AY.25.1	2021-10-04	hCoV-19/Canada/NS-NML-212789/2021	Canada	AY.25.1
EPI_ISL_6719392|Canada|AY.20	2021-10-05	hCoV-19/Canada/NS-NML-212795/2021	Canada	AY.20
EPI_ISL_6719466|Canada|AY.25	2021-10-10	hCoV-19/Canada/NS-NML-223075/2021	Canada	AY.25
EPI_ISL_6719500|Canada|AY.3	2021-10-13	hCoV-19/Canada/NS-NML-223110/2021	Canada	AY.3
EPI_ISL_6719505|Canada|AY.122	2021-10-10	hCoV-19/Canada/NS-NML-223153/2021	Canada	AY.122
EPI_ISL_6719508|Canada|AY.4	2021-10-10	hCoV-19/Canada/NS-NML-223164/2021	Canada	AY.4
EPI_ISL_6721999|Canada|AY.103.2	2021-09-15	hCoV-19/Canada/NS-NML-202571/2021	Canada	AY.103.2
EPI_ISL_6722006|Canada|AY.103.2	2021-10-14	hCoV-19/Canada/NS-NML-223028/2021	Canada	AY.103.2
EPI_ISL_6722141|Canada|AY.103	2021-09-21	hCoV-19/Canada/NS-NML-212665/2021	Canada	AY.103
EPI_ISL_6722166|Canada|AY.103	2021-10-14	hCoV-19/Canada/NS-NML-223078/2021	Canada	AY.103
EPI_ISL_6723280|Canada|None	2021-10-07	hCoV-19/Canada/BC-BCCDC-224495/2021	Canada	None
EPI_ISL_6725657|Canada|AY.25	2021-10-05	hCoV-19/Canada/BC-BCCDC-222296/2021	Canada	AY.25
EPI_ISL_6725915|Canada|AY.4.12	2021-10-02	hCoV-19/Canada/BC-BCCDC-221013/2021	Canada	AY.4.12
EPI_ISL_6725952|Canada|AY.26	2021-10-03	hCoV-19/Canada/BC-BCCDC-222551/2021	Canada	AY.26
EPI_ISL_6726042|Canada|AY.74	2021-10-07	hCoV-19/Canada/BC-BCCDC-221058/2021	Canada	AY.74
EPI_ISL_6735933|Canada|AY.98	2021-10-05	hCoV-19/Canada/BC-BCCDC-220189/2021	Canada	AY.98
EPI_ISL_6737989|Canada|AY.85	2021-10-06	hCoV-19/Canada/BC-BCCDC-220350/2021	Canada	AY.85
EPI_ISL_6738187|Canada|AY.119.2	2021-10-07	hCoV-19/Canada/BC-BCCDC-220539/2021	Canada	AY.119.2
EPI_ISL_6738212|Canada|AY.116	2021-10-07	hCoV-19/Canada/BC-BCCDC-220555/2021	Canada	AY.116
EPI_ISL_6738494|Canada|AY.9	2021-10-04	hCoV-19/Canada/BC-BCCDC-220789/2021	Canada	AY.9
EPI_ISL_6738688|Canada|B.1.2	2021-10-07	hCoV-19/Canada/BC-BCCDC-224073/2021	Canada	B.1.2
EPI_ISL_6738818|Canada|AY.25.3	2021-10-07	hCoV-19/Canada/BC-BCCDC-224168/2021	Canada	AY.25.3
EPI_ISL_6738944|Canada|AY.120	2021-10-07	hCoV-19/Canada/BC-BCCDC-224859/2021	Canada	AY.120
EPI_ISL_6739023|Canada|AY.103.2	2021-10-07	hCoV-19/Canada/BC-BCCDC-224956/2021	Canada	AY.103.2
EPI_ISL_6739283|Canada|AY.86	2021-10-10	hCoV-19/Canada/BC-BCCDC-225250/2021	Canada	AY.86
EPI_ISL_6739938|Canada|AY.5.4	2021-10-11	hCoV-19/Canada/BC-BCCDC-225773/2021	Canada	AY.5.4
EPI_ISL_6740007|Canada|AY.3	2021-10-13	hCoV-19/Canada/BC-BCCDC-225848/2021	Canada	AY.3
EPI_ISL_6740036|Canada|AY.103	2021-10-13	hCoV-19/Canada/BC-BCCDC-225883/2021	Canada	AY.103
EPI_ISL_6740698|Canada|AY.44	2021-10-11	hCoV-19/Canada/BC-BCCDC-226621/2021	Canada	AY.44
EPI_ISL_6741167|Canada|AY.122	2021-10-07	hCoV-19/Canada/BC-BCCDC-227009/2021	Canada	AY.122
EPI_ISL_6741203|Canada|AY.36	2021-10-12	hCoV-19/Canada/BC-BCCDC-227030/2021	Canada	AY.36
EPI_ISL_6741483|Canada|AY.119	2021-10-19	hCoV-19/Canada/BC-BCCDC-229796/2021	Canada	AY.119
EPI_ISL_6742075|Canada|AY.42	2021-10-13	hCoV-19/Canada/BC-BCCDC-230763/2021	Canada	AY.42
EPI_ISL_6742088|Canada|AY.14	2021-10-15	hCoV-19/Canada/BC-BCCDC-230769/2021	Canada	AY.14
EPI_ISL_6742297|Canada|AY.25.1	2021-10-08	hCoV-19/Canada/BC-BCCDC-230919/2021	Canada	AY.25.1
EPI_ISL_6742425|Canada|AY.39	2021-10-14	hCoV-19/Canada/BC-BCCDC-235492/2021	Canada	AY.39
EPI_ISL_6742770|Canada|AY.27	2021-10-14	hCoV-19/Canada/BC-BCCDC-231408/2021	Canada	AY.27
EPI_ISL_6742846|Canada|AY.43	2021-10-15	hCoV-19/Canada/BC-BCCDC-235566/2021	Canada	AY.43
EPI_ISL_6743199|Canada|AY.126	2021-10-17	hCoV-19/Canada/BC-BCCDC-235679/2021	Canada	AY.126
EPI_ISL_6743218|Canada|AY.4.5	2021-10-16	hCoV-19/Canada/BC-BCCDC-237290/2021	Canada	AY.4.5
EPI_ISL_6743345|Canada|AY.39.1	2021-10-16	hCoV-19/Canada/BC-BCCDC-237347/2021	Canada	AY.39.1
EPI_ISL_6743414|Canada|AY.75	2021-10-17	hCoV-19/Canada/BC-BCCDC-235793/2021	Canada	AY.75
EPI_ISL_6743416|Canada|AY.62	2021-10-17	hCoV-19/Canada/BC-BCCDC-235797/2021	Canada	AY.62
EPI_ISL_6743828|Canada|B.1.617.2	2021-10-18	hCoV-19/Canada/BC-BCCDC-236037/2021	Canada	B.1.617.2
EPI_ISL_6744139|Canada|AY.20	2021-10-19	hCoV-19/Canada/BC-BCCDC-237576/2021	Canada	AY.20
EPI_ISL_6744163|Canada|AY.121	2021-10-18	hCoV-19/Canada/BC-BCCDC-237582/2021	Canada	AY.121
EPI_ISL_6744304|Canada|AY.93	2021-10-18	hCoV-19/Canada/BC-BCCDC-236084/2021	Canada	AY.93
