EPI	Date	GISAID	Location	lineage
EPI_ISL_4220688|Canada|AY.4	2021-07-22	hCoV-19/Canada/QC-L00368973001/2021	Canada	AY.4
EPI_ISL_4220695|Canada|AY.34	2021-07-19	hCoV-19/Canada/QC-L00369057001/2021	Canada	AY.34
EPI_ISL_4220701|Canada|AY.3	2021-07-19	hCoV-19/Canada/QC-L00369070001/2021	Canada	AY.3
EPI_ISL_4220703|Canada|AY.85	2021-07-25	hCoV-19/Canada/QC-L00369102001/2021	Canada	AY.85
EPI_ISL_4220708|Canada|AY.87	2021-07-22	hCoV-19/Canada/QC-L00369115001/2021	Canada	AY.87
EPI_ISL_4220717|Canada|AY.51	2021-07-24	hCoV-19/Canada/QC-L00369291001/2021	Canada	AY.51
EPI_ISL_4220718|Canada|AY.46	2021-07-23	hCoV-19/Canada/QC-L00369293001/2021	Canada	AY.46
EPI_ISL_4220720|Canada|AY.4.4	2021-07-23	hCoV-19/Canada/QC-L00369298001/2021	Canada	AY.4.4
EPI_ISL_4220721|Canada|AY.34.1	2021-07-23	hCoV-19/Canada/QC-L00369301001/2021	Canada	AY.34.1
EPI_ISL_4220722|Canada|AY.37	2021-07-22	hCoV-19/Canada/QC-L00369302001/2021	Canada	AY.37
EPI_ISL_4220747|Canada|AY.4.4	2021-07-27	hCoV-19/Canada/QC-L00370244001/2021	Canada	AY.4.4
EPI_ISL_4220750|Canada|AY.109	2021-07-24	hCoV-19/Canada/QC-L00370261001/2021	Canada	AY.109
EPI_ISL_4220753|Canada|AY.33	2021-07-25	hCoV-19/Canada/QC-L00370274001/2021	Canada	AY.33
EPI_ISL_4220768|Canada|AY.119.2	2021-07-28	hCoV-19/Canada/QC-L00370842001/2021	Canada	AY.119.2
EPI_ISL_4220777|Canada|AY.51	2021-07-26	hCoV-19/Canada/QC-L00370907001/2021	Canada	AY.51
EPI_ISL_4220780|Canada|AY.112	2021-07-26	hCoV-19/Canada/QC-L00370914001/2021	Canada	AY.112
EPI_ISL_4220781|Canada|AY.14	2021-07-29	hCoV-19/Canada/QC-L00370915001/2021	Canada	AY.14
EPI_ISL_4220804|Canada|AY.72	2021-07-31	hCoV-19/Canada/QC-L00371245001/2021	Canada	AY.72
EPI_ISL_4220805|Canada|AY.65	2021-07-27	hCoV-19/Canada/QC-L00371246001/2021	Canada	AY.65
EPI_ISL_4220807|Canada|AY.37	2021-07-29	hCoV-19/Canada/QC-L00371282001/2021	Canada	AY.37
EPI_ISL_4220824|Canada|AY.25.3	2021-07-31	hCoV-19/Canada/QC-L00371449001/2021	Canada	AY.25.3
EPI_ISL_4220846|Canada|AY.102	2021-07-30	hCoV-19/Canada/QC-L00371834001/2021	Canada	AY.102
EPI_ISL_4220851|Canada|AY.67	2021-07-28	hCoV-19/Canada/QC-L00371861001/2021	Canada	AY.67
EPI_ISL_4220852|Canada|AY.9	2021-07-28	hCoV-19/Canada/QC-L00371863001/2021	Canada	AY.9
EPI_ISL_4220859|Canada|AY.87	2021-08-01	hCoV-19/Canada/QC-L00372211001/2021	Canada	AY.87
EPI_ISL_4220866|Canada|AY.33	2021-08-02	hCoV-19/Canada/QC-L00372234001/2021	Canada	AY.33
EPI_ISL_4220872|Canada|AY.4.4	2021-08-02	hCoV-19/Canada/QC-L00372251001/2021	Canada	AY.4.4
EPI_ISL_4220907|Canada|AY.43	2021-08-03	hCoV-19/Canada/QC-L00372650001/2021	Canada	AY.43
EPI_ISL_4220908|Canada|AY.13	2021-08-03	hCoV-19/Canada/QC-L00372652001/2021	Canada	AY.13
EPI_ISL_4220912|Canada|AY.46.4	2021-08-03	hCoV-19/Canada/QC-L00372661001/2021	Canada	AY.46.4
EPI_ISL_4220940|Canada|AY.116	2021-08-02	hCoV-19/Canada/QC-L00373423001/2021	Canada	AY.116
EPI_ISL_4220943|Canada|AY.20	2021-08-03	hCoV-19/Canada/QC-L00373431001/2021	Canada	AY.20
EPI_ISL_4220986|Canada|B.1.1.318	2021-08-09	hCoV-19/Canada/QC-L00374132001/2021	Canada	B.1.1.318
EPI_ISL_4220992|Canada|AY.133	2021-08-09	hCoV-19/Canada/QC-L00374159001/2021	Canada	AY.133
EPI_ISL_4220993|Canada|AY.51	2021-08-08	hCoV-19/Canada/QC-L00374166001/2021	Canada	AY.51
EPI_ISL_4220998|Canada|AY.48	2021-08-05	hCoV-19/Canada/QC-L00374175001/2021	Canada	AY.48
EPI_ISL_4221005|Canada|AY.110	2021-08-08	hCoV-19/Canada/QC-L00374187001/2021	Canada	AY.110
EPI_ISL_4221009|Canada|AY.112	2021-08-08	hCoV-19/Canada/QC-L00374192001/2021	Canada	AY.112
EPI_ISL_4221013|Canada|AY.29	2021-08-05	hCoV-19/Canada/QC-L00374203001/2021	Canada	AY.29
EPI_ISL_4221018|Canada|AY.26	2021-08-05	hCoV-19/Canada/QC-L00374215001/2021	Canada	AY.26
EPI_ISL_4221021|Canada|AY.20	2021-08-09	hCoV-19/Canada/QC-L00374225001/2021	Canada	AY.20
EPI_ISL_4221055|Canada|AY.121	2021-08-09	hCoV-19/Canada/QC-L00374366001/2021	Canada	AY.121
EPI_ISL_4221056|Canada|AY.55	2021-08-09	hCoV-19/Canada/QC-L00374367001/2021	Canada	AY.55
EPI_ISL_4221082|Canada|AY.98	2021-08-09	hCoV-19/Canada/QC-L00375053001/2021	Canada	AY.98
EPI_ISL_4221099|Canada|AY.119.2	2021-08-07	hCoV-19/Canada/QC-L00375075001/2021	Canada	AY.119.2
EPI_ISL_4221115|Canada|AY.119	2021-08-05	hCoV-19/Canada/QC-L00375093001/2021	Canada	AY.119
EPI_ISL_4221148|Canada|B.1.566	2021-04-16	hCoV-19/Canada/QC-1nDJXQ-Q8162859C2/2021	Canada	B.1.566
EPI_ISL_4221226|Canada|AZ.1	2021-07-12	hCoV-19/Canada/QC-1nDJXQ-R1121513R2/2021	Canada	AZ.1
EPI_ISL_4221232|Canada|B.1.1.7	2021-07-17	hCoV-19/Canada/QC-1nDJXQ-R1170380C2/2021	Canada	B.1.1.7
EPI_ISL_4221344|Canada|AY.49	2021-07-19	hCoV-19/Canada/QC-L00368497001/2021	Canada	AY.49
EPI_ISL_4221345|Canada|B.1.617.2	2021-07-19	hCoV-19/Canada/QC-L00368499001/2021	Canada	B.1.617.2
EPI_ISL_4221352|Canada|AY.105	2021-07-19	hCoV-19/Canada/QC-L00368554001/2021	Canada	AY.105
EPI_ISL_4221356|Canada|AZ.1	2021-07-19	hCoV-19/Canada/QC-L00368579001/2021	Canada	AZ.1
EPI_ISL_4221366|Canada|AY.5	2021-07-26	hCoV-19/Canada/QC-L00370253001/2021	Canada	AY.5
EPI_ISL_4221367|Canada|AY.49	2021-07-27	hCoV-19/Canada/QC-L00370310001/2021	Canada	AY.49
EPI_ISL_4221378|Canada|AY.106	2021-07-27	hCoV-19/Canada/QC-L00370436001/2021	Canada	AY.106
EPI_ISL_4221381|Canada|AY.9.2.1	2021-07-28	hCoV-19/Canada/QC-L00370558001/2021	Canada	AY.9.2.1
EPI_ISL_4221395|Canada|AY.92	2021-07-27	hCoV-19/Canada/QC-L00370688001/2021	Canada	AY.92
EPI_ISL_4221402|Canada|AY.73	2021-07-29	hCoV-19/Canada/QC-L00371004001/2021	Canada	AY.73
EPI_ISL_4221408|Canada|AY.34	2021-07-29	hCoV-19/Canada/QC-L00371070001/2021	Canada	AY.34
EPI_ISL_4221417|Canada|AY.118	2021-07-30	hCoV-19/Canada/QC-L00371196001/2021	Canada	AY.118
EPI_ISL_4221418|Canada|AY.33	2021-07-31	hCoV-19/Canada/QC-L00371197001/2021	Canada	AY.33
EPI_ISL_4221459|Canada|AY.9	2021-08-05	hCoV-19/Canada/QC-L00372944001/2021	Canada	AY.9
EPI_ISL_4221465|Canada|AY.125	2021-08-06	hCoV-19/Canada/QC-L00372955001/2021	Canada	AY.125
EPI_ISL_4221477|Canada|AY.113	2021-08-06	hCoV-19/Canada/QC-L00373032001/2021	Canada	AY.113
EPI_ISL_4221479|Canada|A.2.5	2021-08-06	hCoV-19/Canada/QC-L00373042001/2021	Canada	A.2.5
EPI_ISL_4221491|Canada|AY.58	2021-08-04	hCoV-19/Canada/QC-L00373073001/2021	Canada	AY.58
EPI_ISL_4221493|Canada|AY.133	2021-08-05	hCoV-19/Canada/QC-L00373086001/2021	Canada	AY.133
EPI_ISL_4221542|Canada|AY.42	2021-08-06	hCoV-19/Canada/QC-L00373203001/2021	Canada	AY.42
EPI_ISL_4221545|Canada|AY.78	2021-08-04	hCoV-19/Canada/QC-L00373232001/2021	Canada	AY.78
EPI_ISL_4221549|Canada|AY.40	2021-08-06	hCoV-19/Canada/QC-L00373280001/2021	Canada	AY.40
EPI_ISL_4221590|Canada|AY.72	2021-08-07	hCoV-19/Canada/QC-L00373479001/2021	Canada	AY.72
EPI_ISL_4221613|Canada|AY.24	2021-08-04	hCoV-19/Canada/QC-L00374057001/2021	Canada	AY.24
EPI_ISL_4221675|Canada|AY.122	2021-08-09	hCoV-19/Canada/QC-L00374732001/2021	Canada	AY.122
EPI_ISL_4221688|Canada|AY.14	2021-08-07	hCoV-19/Canada/QC-L00374817001/2021	Canada	AY.14
EPI_ISL_4221704|Canada|AY.47	2021-08-10	hCoV-19/Canada/QC-L00375000001/2021	Canada	AY.47
EPI_ISL_4221706|Canada|AY.24	2021-08-10	hCoV-19/Canada/QC-L00375011001/2021	Canada	AY.24
EPI_ISL_4221711|Canada|AY.72	2021-08-10	hCoV-19/Canada/QC-L00375019001/2021	Canada	AY.72
EPI_ISL_4221726|Canada|B.1.351	2021-08-10	hCoV-19/Canada/QC-L00375237001/2021	Canada	B.1.351
EPI_ISL_4221729|Canada|AY.5	2021-08-08	hCoV-19/Canada/QC-L00375249001/2021	Canada	AY.5
EPI_ISL_4237006|Canada|AY.47	2021-07-31	hCoV-19/Canada/NS-NML-149994/2021	Canada	AY.47
EPI_ISL_4237011|Canada|AY.43	2021-07-19	hCoV-19/Canada/NS-NML-139515/2021	Canada	AY.43
EPI_ISL_4237036|Canada|AY.70	2021-06-07	hCoV-19/Canada/NS-NML-149947/2021	Canada	AY.70
EPI_ISL_4237039|Canada|AY.70	2021-05-31	hCoV-19/Canada/NS-NML-147446/2021	Canada	AY.70
EPI_ISL_4237040|Canada|AY.70	2021-05-21	hCoV-19/Canada/NS-NML-147437/2021	Canada	AY.70
EPI_ISL_4237042|Canada|AY.70	2021-05-15	hCoV-19/Canada/NS-NML-149888/2021	Canada	AY.70
EPI_ISL_4237108|Canada|AY.85	2021-07-11	hCoV-19/Canada/NS-NML-149979/2021	Canada	AY.85
EPI_ISL_4259156|Canada|AY.15	2021-08-14	hCoV-19/Canada/SK-RRPL-158985/2021	Canada	AY.15
EPI_ISL_4259327|Canada|AY.54	2021-08-16	hCoV-19/Canada/SK-RRPL-159044/2021	Canada	AY.54
EPI_ISL_4277535|Canada|AY.1	2021-08-18	hCoV-19/Canada/BC-BCCDC-181590/2021	Canada	AY.1
EPI_ISL_4278158|Canada|AY.5	2021-08-22	hCoV-19/Canada/BC-BCCDC-182530/2021	Canada	AY.5
EPI_ISL_4278275|Canada|AY.67	2021-08-20	hCoV-19/Canada/BC-BCCDC-182656/2021	Canada	AY.67
EPI_ISL_4278307|Canada|AY.25.1	2021-08-18	hCoV-19/Canada/BC-BCCDC-182692/2021	Canada	AY.25.1
EPI_ISL_4278491|Canada|AY.25.1.2	2021-08-23	hCoV-19/Canada/BC-BCCDC-182999/2021	Canada	AY.25.1.2
EPI_ISL_4278655|Canada|AY.82	2021-08-20	hCoV-19/Canada/BC-BCCDC-183280/2021	Canada	AY.82
EPI_ISL_4278658|Canada|AY.46.1	2021-08-23	hCoV-19/Canada/BC-BCCDC-183284/2021	Canada	AY.46.1
EPI_ISL_4279117|Canada|AY.4	2021-08-25	hCoV-19/Canada/BC-BCCDC-183891/2021	Canada	AY.4
EPI_ISL_429807|Canada|B.6.3	2020-03-10	hCoV-19/Canada/MB_2/2020	Canada	B.6.3
EPI_ISL_4409153|Canada|AY.57	2021-08-24	hCoV-19/Canada/ON-PHL-21-31615/2021	Canada	AY.57
EPI_ISL_4409198|Canada|AY.127	2021-08-25	hCoV-19/Canada/ON-PHL-21-31667/2021	Canada	AY.127
EPI_ISL_4409199|Canada|AY.117	2021-08-25	hCoV-19/Canada/ON-PHL-21-31668/2021	Canada	AY.117
EPI_ISL_4409234|Canada|AY.75	2021-08-28	hCoV-19/Canada/ON-PHL-21-32143/2021	Canada	AY.75
EPI_ISL_4409235|Canada|AY.120	2021-08-28	hCoV-19/Canada/ON-PHL-21-32144/2021	Canada	AY.120
EPI_ISL_4409271|Canada|AY.29	2021-08-30	hCoV-19/Canada/ON-PHL-21-32182/2021	Canada	AY.29
EPI_ISL_4409291|Canada|AY.24	2021-08-30	hCoV-19/Canada/ON-PHL-21-32202/2021	Canada	AY.24
EPI_ISL_4409340|Canada|B.1.617.2	2021-08-31	hCoV-19/Canada/ON-PHL-21-32254/2021	Canada	B.1.617.2
EPI_ISL_4409363|Canada|AY.28	2021-08-30	hCoV-19/Canada/ON-PHL-21-32277/2021	Canada	AY.28
EPI_ISL_4409434|Canada|AY.46.6	2021-09-02	hCoV-19/Canada/ON-PHL-21-32349/2021	Canada	AY.46.6
EPI_ISL_4409463|Canada|B.1.621	2021-08-30	hCoV-19/Canada/ON-PHL-21-32465/2021	Canada	B.1.621
EPI_ISL_4409487|Canada|AY.9.2	2021-08-31	hCoV-19/Canada/ON-PHL-21-32489/2021	Canada	AY.9.2
EPI_ISL_4409580|Canada|AY.107	2021-09-01	hCoV-19/Canada/ON-PHL-21-32586/2021	Canada	AY.107
EPI_ISL_4409582|Canada|AY.70	2021-09-01	hCoV-19/Canada/ON-PHL-21-32588/2021	Canada	AY.70
EPI_ISL_4409637|Canada|AY.9.2.1	2021-09-01	hCoV-19/Canada/ON-PHL-21-32646/2021	Canada	AY.9.2.1
EPI_ISL_4409685|Canada|AY.47	2021-08-31	hCoV-19/Canada/ON-PHL-21-32695/2021	Canada	AY.47
EPI_ISL_4409759|Canada|AY.74	2021-09-03	hCoV-19/Canada/ON-PHL-21-32854/2021	Canada	AY.74
EPI_ISL_4409848|Canada|AY.23	2021-09-03	hCoV-19/Canada/ON-PHL-21-32944/2021	Canada	AY.23
EPI_ISL_4409923|Canada|AY.9.2	2021-09-08	hCoV-19/Canada/ON-PHL-21-33103/2021	Canada	AY.9.2
EPI_ISL_4409976|Canada|AY.15	2021-09-09	hCoV-19/Canada/ON-PHL-21-33242/2021	Canada	AY.15
EPI_ISL_4409998|Canada|AY.25.3	2021-09-09	hCoV-19/Canada/ON-PHL-21-33264/2021	Canada	AY.25.3
EPI_ISL_4410006|Canada|AY.14	2021-09-09	hCoV-19/Canada/ON-PHL-21-33273/2021	Canada	AY.14
EPI_ISL_4410017|Canada|AY.88	2021-09-09	hCoV-19/Canada/ON-PHL-21-33284/2021	Canada	AY.88
EPI_ISL_4410023|Canada|AY.75	2021-09-09	hCoV-19/Canada/ON-PHL-21-33290/2021	Canada	AY.75
EPI_ISL_4410065|Canada|AY.9.2.1	2021-09-10	hCoV-19/Canada/ON-PHL-21-33334/2021	Canada	AY.9.2.1
EPI_ISL_4410099|Canada|AY.23	2021-09-07	hCoV-19/Canada/ON-PHL-21-33368/2021	Canada	AY.23
EPI_ISL_4416218|Canada|AY.93	2021-08-22	hCoV-19/Canada/SK-RRPL-163043/2021	Canada	AY.93
EPI_ISL_4419416|Canada|B.1.371	2020-03-31	hCoV-19/Canada/BC-BCCDC-165396/2020	Canada	B.1.371
EPI_ISL_4419419|Canada|B.1.111	2020-04-08	hCoV-19/Canada/BC-BCCDC-165403/2020	Canada	B.1.111
EPI_ISL_4419420|Canada|B.1.371	2020-04-08	hCoV-19/Canada/BC-BCCDC-165404/2020	Canada	B.1.371
EPI_ISL_4419425|Canada|B.1.1.369	2020-03-31	hCoV-19/Canada/BC-BCCDC-165423/2020	Canada	B.1.1.369
EPI_ISL_4419453|Canada|B.1.422	2020-07-17	hCoV-19/Canada/BC-BCCDC-165520/2020	Canada	B.1.422
EPI_ISL_4419518|Canada|B.1.1.306	2020-09-20	hCoV-19/Canada/BC-BCCDC-165580/2020	Canada	B.1.1.306
EPI_ISL_4419529|Canada|B.1.1.306	2020-09-21	hCoV-19/Canada/BC-BCCDC-165585/2020	Canada	B.1.1.306
EPI_ISL_4419562|Canada|B.1.128	2020-10-07	hCoV-19/Canada/BC-BCCDC-165608/2020	Canada	B.1.128
EPI_ISL_4419575|Canada|B.1.1.216	2020-10-07	hCoV-19/Canada/BC-BCCDC-165619/2020	Canada	B.1.1.216
EPI_ISL_4419636|Canada|B.1.1.294	2020-10-25	hCoV-19/Canada/BC-BCCDC-165732/2020	Canada	B.1.1.294
EPI_ISL_4419646|Canada|B.1.36.36	2020-10-28	hCoV-19/Canada/BC-BCCDC-165742/2020	Canada	B.1.36.36
EPI_ISL_4419811|Canada|AL.1	2020-11-05	hCoV-19/Canada/BC-BCCDC-165883/2020	Canada	AL.1
EPI_ISL_4419820|Canada|B.1.1.431	2020-10-12	hCoV-19/Canada/BC-BCCDC-165894/2020	Canada	B.1.1.431
EPI_ISL_4419892|Canada|B.1.36.37	2020-10-17	hCoV-19/Canada/BC-BCCDC-165973/2020	Canada	B.1.36.37
EPI_ISL_4419914|Canada|B.1.128	2020-11-07	hCoV-19/Canada/BC-BCCDC-165999/2020	Canada	B.1.128
EPI_ISL_4419940|Canada|B.1.2	2020-11-07	hCoV-19/Canada/BC-BCCDC-166029/2020	Canada	B.1.2
EPI_ISL_4419972|Canada|B.1	2020-11-02	hCoV-19/Canada/BC-BCCDC-166067/2020	Canada	B.1
EPI_ISL_4420041|Canada|B.1.1.1	2020-11-07	hCoV-19/Canada/BC-BCCDC-166152/2020	Canada	B.1.1.1
EPI_ISL_4420059|Canada|B.1.1.312	2020-11-09	hCoV-19/Canada/BC-BCCDC-166171/2020	Canada	B.1.1.312
EPI_ISL_4420070|Canada|B.1.36	2020-11-11	hCoV-19/Canada/BC-BCCDC-105715/2020	Canada	B.1.36
EPI_ISL_4420081|Canada|B.1.279	2020-11-11	hCoV-19/Canada/BC-BCCDC-166203/2020	Canada	B.1.279
EPI_ISL_4420087|Canada|B.1.177.62	2020-11-06	hCoV-19/Canada/BC-BCCDC-166209/2020	Canada	B.1.177.62
EPI_ISL_4420099|Canada|B.1.128	2020-10-28	hCoV-19/Canada/BC-BCCDC-166226/2020	Canada	B.1.128
EPI_ISL_4420106|Canada|B.1.1.312	2020-11-08	hCoV-19/Canada/BC-BCCDC-166260/2020	Canada	B.1.1.312
EPI_ISL_4420157|Canada|AW.1	2020-10-30	hCoV-19/Canada/BC-BCCDC-166331/2020	Canada	AW.1
EPI_ISL_4420163|Canada|C.34	2020-10-30	hCoV-19/Canada/BC-BCCDC-166339/2020	Canada	C.34
EPI_ISL_4420172|Canada|B.1.36.37	2020-10-31	hCoV-19/Canada/BC-BCCDC-166348/2020	Canada	B.1.36.37
EPI_ISL_4420214|Canada|C.34	2020-11-02	hCoV-19/Canada/BC-BCCDC-166396/2020	Canada	C.34
EPI_ISL_4420223|Canada|B.1.128	2020-10-20	hCoV-19/Canada/BC-BCCDC-179212/2020	Canada	B.1.128
EPI_ISL_4420243|Canada|B.1.36.38	2020-11-02	hCoV-19/Canada/BC-BCCDC-166426/2020	Canada	B.1.36.38
EPI_ISL_4420340|Canada|B.1.1.216	2020-11-15	hCoV-19/Canada/BC-BCCDC-166540/2020	Canada	B.1.1.216
EPI_ISL_4420430|Canada|B.1.1.1	2020-11-12	hCoV-19/Canada/BC-BCCDC-166623/2020	Canada	B.1.1.1
EPI_ISL_4420461|Canada|B.1.36.37	2020-11-13	hCoV-19/Canada/BC-BCCDC-166656/2020	Canada	B.1.36.37
EPI_ISL_4420495|Canada|B.1.36.36	2020-11-09	hCoV-19/Canada/BC-BCCDC-166696/2020	Canada	B.1.36.36
EPI_ISL_4420627|Canada|B.1.234	2020-10-21	hCoV-19/Canada/BC-BCCDC-166857/2020	Canada	B.1.234
EPI_ISL_4420640|Canada|B.1.160	2020-10-23	hCoV-19/Canada/BC-BCCDC-166871/2020	Canada	B.1.160
EPI_ISL_4420644|Canada|B.1.1.1	2020-11-16	hCoV-19/Canada/BC-BCCDC-166875/2020	Canada	B.1.1.1
EPI_ISL_4420696|Canada|C.36.1	2020-11-08	hCoV-19/Canada/BC-BCCDC-166937/2020	Canada	C.36.1
EPI_ISL_4420718|Canada|B.1.438.1	2021-07-24	hCoV-19/Canada/BC-BCCDC-179408/2021	Canada	B.1.438.1
EPI_ISL_4420869|Canada|B.1.36.37	2020-11-22	hCoV-19/Canada/BC-BCCDC-167142/2020	Canada	B.1.36.37
EPI_ISL_4420886|Canada|C.34	2020-11-18	hCoV-19/Canada/BC-BCCDC-167165/2020	Canada	C.34
EPI_ISL_4420900|Canada|C.34	2020-10-24	hCoV-19/Canada/BC-BCCDC-167179/2020	Canada	C.34
EPI_ISL_4420919|Canada|B.1.234	2020-10-26	hCoV-19/Canada/BC-BCCDC-167197/2020	Canada	B.1.234
EPI_ISL_4420923|Canada|B.1.1.294	2020-10-27	hCoV-19/Canada/BC-BCCDC-167201/2020	Canada	B.1.1.294
EPI_ISL_4421002|Canada|B.1.36.37	2020-12-05	hCoV-19/Canada/BC-BCCDC-167295/2020	Canada	B.1.36.37
EPI_ISL_4421057|Canada|B.1.128	2020-12-07	hCoV-19/Canada/BC-BCCDC-167359/2020	Canada	B.1.128
EPI_ISL_4421143|Canada|B.1.565	2020-12-13	hCoV-19/Canada/BC-BCCDC-167461/2020	Canada	B.1.565
EPI_ISL_4421156|Canada|C.36.1	2020-12-02	hCoV-19/Canada/BC-BCCDC-167474/2020	Canada	C.36.1
EPI_ISL_4421157|Canada|B.1.438.1	2020-12-03	hCoV-19/Canada/BC-BCCDC-167475/2020	Canada	B.1.438.1
EPI_ISL_4421215|Canada|B.1.36.36	2020-12-05	hCoV-19/Canada/BC-BCCDC-167530/2020	Canada	B.1.36.36
EPI_ISL_4421247|Canada|B.1.577	2020-12-16	hCoV-19/Canada/BC-BCCDC-167561/2020	Canada	B.1.577
EPI_ISL_4421277|Canada|B.1.36.37	2020-12-18	hCoV-19/Canada/BC-BCCDC-167588/2020	Canada	B.1.36.37
EPI_ISL_4421284|Canada|C.34	2020-12-07	hCoV-19/Canada/BC-BCCDC-167596/2020	Canada	C.34
EPI_ISL_4421334|Canada|B.1.438.1	2020-12-12	hCoV-19/Canada/BC-BCCDC-167649/2020	Canada	B.1.438.1
EPI_ISL_4421463|Canada|B.1.36.37	2020-10-06	hCoV-19/Canada/BC-BCCDC-35581/2020	Canada	B.1.36.37
EPI_ISL_4421467|Canada|AW.1	2020-12-20	hCoV-19/Canada/BC-BCCDC-167795/2020	Canada	AW.1
EPI_ISL_4421503|Canada|B.1.558	2020-12-22	hCoV-19/Canada/BC-BCCDC-167833/2020	Canada	B.1.558
EPI_ISL_4421558|Canada|B.1.438.1	2020-12-27	hCoV-19/Canada/BC-BCCDC-167893/2020	Canada	B.1.438.1
EPI_ISL_4421560|Canada|B.1.577	2020-12-31	hCoV-19/Canada/BC-BCCDC-167895/2020	Canada	B.1.577
EPI_ISL_4421591|Canada|B.1.36.37	2020-12-29	hCoV-19/Canada/BC-BCCDC-167932/2020	Canada	B.1.36.37
EPI_ISL_4421612|Canada|B.1.438.1	2020-12-28	hCoV-19/Canada/BC-BCCDC-167958/2020	Canada	B.1.438.1
EPI_ISL_4421618|Canada|B.1.2	2020-12-29	hCoV-19/Canada/BC-BCCDC-167965/2020	Canada	B.1.2
EPI_ISL_4421681|Canada|B.1.36.22	2021-01-16	hCoV-19/Canada/BC-BCCDC-168034/2021	Canada	B.1.36.22
EPI_ISL_4421768|Canada|B.1.577	2021-01-29	hCoV-19/Canada/BC-BCCDC-168152/2021	Canada	B.1.577
EPI_ISL_4421924|Canada|AW.1	2021-02-14	hCoV-19/Canada/BC-BCCDC-168334/2021	Canada	AW.1
EPI_ISL_4422163|Canada|B.1.1.519	2021-02-21	hCoV-19/Canada/BC-BCCDC-168457/2021	Canada	B.1.1.519
EPI_ISL_4422265|Canada|B.1.2	2021-02-19	hCoV-19/Canada/BC-BCCDC-168572/2021	Canada	B.1.2
EPI_ISL_4422324|Canada|P.2	2021-02-28	hCoV-19/Canada/BC-BCCDC-158250/2021	Canada	P.2
EPI_ISL_4422334|Canada|AW.1	2021-01-26	hCoV-19/Canada/BC-BCCDC-168634/2021	Canada	AW.1
EPI_ISL_4422355|Canada|B.1.36.36	2021-02-20	hCoV-19/Canada/BC-BCCDC-168655/2021	Canada	B.1.36.36
EPI_ISL_4422391|Canada|B.1.617.1	2021-02-26	hCoV-19/Canada/BC-BCCDC-168688/2021	Canada	B.1.617.1
EPI_ISL_4422421|Canada|B.1.480	2021-02-28	hCoV-19/Canada/BC-BCCDC-124921/2021	Canada	B.1.480
EPI_ISL_4422465|Canada|B.1.617.1	2021-03-02	hCoV-19/Canada/BC-BCCDC-168754/2021	Canada	B.1.617.1
EPI_ISL_4422471|Canada|B.1.36.36	2021-03-02	hCoV-19/Canada/BC-BCCDC-168761/2021	Canada	B.1.36.36
EPI_ISL_4422480|Canada|B.1.36.37	2021-03-04	hCoV-19/Canada/BC-BCCDC-158162/2021	Canada	B.1.36.37
EPI_ISL_4422783|Canada|P.2	2021-03-19	hCoV-19/Canada/BC-BCCDC-180954/2021	Canada	P.2
EPI_ISL_4422840|Canada|B.1.429	2021-03-24	hCoV-19/Canada/BC-BCCDC-158365/2021	Canada	B.1.429
EPI_ISL_4422994|Canada|B.1.36.37	2021-03-23	hCoV-19/Canada/BC-BCCDC-168955/2021	Canada	B.1.36.37
EPI_ISL_4423064|Canada|B.1.617.1	2021-03-26	hCoV-19/Canada/BC-BCCDC-168958/2021	Canada	B.1.617.1
EPI_ISL_4423085|Canada|B.1.577	2021-03-26	hCoV-19/Canada/BC-BCCDC-168967/2021	Canada	B.1.577
EPI_ISL_4423155|Canada|B.1.36	2021-03-27	hCoV-19/Canada/BC-BCCDC-169006/2021	Canada	B.1.36
EPI_ISL_4423273|Canada|B.1.36.37	2021-04-01	hCoV-19/Canada/BC-BCCDC-169122/2021	Canada	B.1.36.37
EPI_ISL_4423622|Canada|B.1.617.2	2021-07-13	hCoV-19/Canada/BC-BCCDC-158199/2021	Canada	B.1.617.2
EPI_ISL_4423646|Canada|AY.4	2021-07-15	hCoV-19/Canada/BC-BCCDC-158565/2021	Canada	AY.4
EPI_ISL_4423665|Canada|AY.25.1	2021-07-14	hCoV-19/Canada/BC-BCCDC-158586/2021	Canada	AY.25.1
EPI_ISL_4423687|Canada|AY.103	2021-07-16	hCoV-19/Canada/BC-BCCDC-158601/2021	Canada	AY.103
EPI_ISL_4423711|Canada|AY.93	2021-07-15	hCoV-19/Canada/BC-BCCDC-158631/2021	Canada	AY.93
EPI_ISL_4423729|Canada|P.1.14	2021-07-16	hCoV-19/Canada/BC-BCCDC-158652/2021	Canada	P.1.14
EPI_ISL_4423753|Canada|AY.5	2021-07-20	hCoV-19/Canada/BC-BCCDC-169248/2021	Canada	AY.5
EPI_ISL_4423805|Canada|AY.25	2021-07-17	hCoV-19/Canada/BC-BCCDC-169305/2021	Canada	AY.25
EPI_ISL_4423806|Canada|AY.121	2021-07-17	hCoV-19/Canada/BC-BCCDC-169306/2021	Canada	AY.121
EPI_ISL_4423807|Canada|AY.122	2021-07-19	hCoV-19/Canada/BC-BCCDC-169307/2021	Canada	AY.122
EPI_ISL_4423841|Canada|AY.14	2021-07-19	hCoV-19/Canada/BC-BCCDC-179438/2021	Canada	AY.14
EPI_ISL_4423955|Canada|P.1.14	2021-07-23	hCoV-19/Canada/BC-BCCDC-169401/2021	Canada	P.1.14
